"","edad","genero","estado","feliz"
"452",52,"FEMENINO","CHIHUAHUA","NO FELIZ"
"453",34,"MASCULINO","SONORA","NO FELIZ"
"454",31,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"455",47,"MASCULINO","DURANGO","NO FELIZ"
"456",33,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"457",55,"MASCULINO","DURANGO","FELIZ"
"458",51,"MASCULINO","TAMAULIPAS","FELIZ"
"459",18,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"460",36,"FEMENINO","CHIHUAHUA","NO FELIZ"
"461",21,"FEMENINO","NUEVO LEÓN","FELIZ"
"462",33,"FEMENINO","SONORA","NO FELIZ"
"463",65,"MASCULINO","TAMAULIPAS","FELIZ"
"464",59,"MASCULINO","SONORA","FELIZ"
"465",30,"MASCULINO","CHIHUAHUA","NO FELIZ"
"466",30,"FEMENINO","SONORA","FELIZ"
"467",36,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"468",22,"MASCULINO","TAMAULIPAS","NO FELIZ"
"469",19,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"470",48,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"471",22,"FEMENINO","DURANGO","FELIZ"
"472",63,"FEMENINO","SONORA","NO FELIZ"
"473",41,"MASCULINO","TAMAULIPAS","FELIZ"
"474",25,"FEMENINO","COAHUILA","FELIZ"
"475",57,"MASCULINO","CHIHUAHUA","NO FELIZ"
"476",49,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"477",37,"MASCULINO","TAMAULIPAS","FELIZ"
"478",25,"MASCULINO","TAMAULIPAS","NO FELIZ"
"479",41,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"480",57,"MASCULINO","DURANGO","NO FELIZ"
"481",41,"MASCULINO","DURANGO","NO FELIZ"
"482",33,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"483",55,"FEMENINO","TAMAULIPAS","FELIZ"
"484",34,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"485",44,"MASCULINO","TAMAULIPAS","NO FELIZ"
"486",33,"MASCULINO","CHIHUAHUA","NO FELIZ"
"487",63,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"488",19,"MASCULINO","TAMAULIPAS","NO FELIZ"
"489",36,"MASCULINO","TAMAULIPAS","NO FELIZ"
"490",53,"MASCULINO","DURANGO","NO FELIZ"
"491",45,"MASCULINO","COAHUILA","NO FELIZ"
"492",51,"MASCULINO","COAHUILA","FELIZ"
"493",63,"MASCULINO","SONORA","FELIZ"
"494",37,"MASCULINO","COAHUILA","FELIZ"
"495",36,"FEMENINO","TAMAULIPAS","NO FELIZ"
"496",64,"MASCULINO","TAMAULIPAS","FELIZ"
"497",24,"MASCULINO","CHIHUAHUA","NO FELIZ"
"498",55,"FEMENINO","SONORA","NO FELIZ"
"499",62,"FEMENINO","SONORA","FELIZ"
"500",26,"FEMENINO","DURANGO","NO FELIZ"
"501",39,"FEMENINO","COAHUILA","NO FELIZ"
"502",46,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"503",43,"FEMENINO","SONORA","NO FELIZ"
"504",27,"FEMENINO","SONORA","FELIZ"
"505",39,"FEMENINO","DURANGO","NO FELIZ"
"506",35,"FEMENINO","NUEVO LEÓN","FELIZ"
"507",18,"FEMENINO","SONORA","FELIZ"
"508",21,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"509",49,"MASCULINO","COAHUILA","FELIZ"
"510",40,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"511",40,"MASCULINO","SONORA","NO FELIZ"
"512",65,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"513",27,"MASCULINO","NUEVO LEÓN","FELIZ"
"514",64,"FEMENINO","COAHUILA","FELIZ"
"515",23,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"516",18,"FEMENINO","TAMAULIPAS","NO FELIZ"
"517",64,"FEMENINO","TAMAULIPAS","FELIZ"
"518",51,"FEMENINO","TAMAULIPAS","FELIZ"
"519",41,"FEMENINO","NUEVO LEÓN","FELIZ"
"520",25,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"521",18,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"522",38,"FEMENINO","CHIHUAHUA","FELIZ"
"523",40,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"524",26,"FEMENINO","COAHUILA","NO FELIZ"
"525",26,"FEMENINO","DURANGO","FELIZ"
"526",34,"MASCULINO","CHIHUAHUA","NO FELIZ"
"527",28,"MASCULINO","SONORA","NO FELIZ"
"528",59,"MASCULINO","SONORA","FELIZ"
"529",64,"FEMENINO","TAMAULIPAS","FELIZ"
"530",48,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"531",60,"FEMENINO","TAMAULIPAS","FELIZ"
"532",54,"FEMENINO","SONORA","NO FELIZ"
"533",62,"FEMENINO","COAHUILA","FELIZ"
"534",43,"FEMENINO","DURANGO","FELIZ"
"535",26,"MASCULINO","SONORA","FELIZ"
"536",40,"FEMENINO","DURANGO","NO FELIZ"
"537",60,"MASCULINO","TAMAULIPAS","NO FELIZ"
"538",36,"FEMENINO","CHIHUAHUA","NO FELIZ"
"539",48,"MASCULINO","TAMAULIPAS","NO FELIZ"
"540",29,"FEMENINO","TAMAULIPAS","FELIZ"
"541",51,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"542",51,"MASCULINO","SONORA","FELIZ"
"543",45,"MASCULINO","SONORA","NO FELIZ"
"544",21,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"545",34,"MASCULINO","DURANGO","FELIZ"
"546",46,"MASCULINO","TAMAULIPAS","FELIZ"
"547",64,"FEMENINO","COAHUILA","NO FELIZ"
"548",37,"FEMENINO","CHIHUAHUA","NO FELIZ"
"549",42,"MASCULINO","CHIHUAHUA","NO FELIZ"
"550",24,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"551",30,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"552",45,"FEMENINO","SONORA","FELIZ"
"553",35,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"554",54,"MASCULINO","TAMAULIPAS","NO FELIZ"
"555",20,"FEMENINO","DURANGO","NO FELIZ"
"556",35,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"557",33,"MASCULINO","TAMAULIPAS","FELIZ"
"558",47,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"559",21,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"560",65,"FEMENINO","CHIHUAHUA","FELIZ"
"561",19,"MASCULINO","TAMAULIPAS","NO FELIZ"
"562",22,"MASCULINO","COAHUILA","NO FELIZ"
"563",34,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"564",57,"FEMENINO","COAHUILA","FELIZ"
"565",46,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"566",26,"MASCULINO","NUEVO LEÓN","FELIZ"
"567",64,"FEMENINO","TAMAULIPAS","NO FELIZ"
"568",23,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"569",33,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"570",58,"MASCULINO","COAHUILA","NO FELIZ"
"571",65,"FEMENINO","DURANGO","NO FELIZ"
"572",60,"MASCULINO","CHIHUAHUA","FELIZ"
"573",63,"MASCULINO","DURANGO","FELIZ"
"574",34,"FEMENINO","DURANGO","FELIZ"
"575",62,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"576",58,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"577",63,"MASCULINO","SONORA","NO FELIZ"
"578",58,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"579",41,"FEMENINO","DURANGO","NO FELIZ"
"580",19,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"581",59,"FEMENINO","NUEVO LEÓN","FELIZ"
"582",49,"FEMENINO","COAHUILA","NO FELIZ"
"583",37,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"584",45,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"585",47,"FEMENINO","NUEVO LEÓN","FELIZ"
"586",54,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"587",26,"FEMENINO","COAHUILA","NO FELIZ"
"588",35,"MASCULINO","SONORA","FELIZ"
"589",53,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"590",33,"FEMENINO","TAMAULIPAS","NO FELIZ"
"591",23,"MASCULINO","CHIHUAHUA","FELIZ"
"592",22,"MASCULINO","TAMAULIPAS","NO FELIZ"
"593",60,"FEMENINO","DURANGO","FELIZ"
"594",29,"FEMENINO","COAHUILA","FELIZ"
"595",48,"MASCULINO","TAMAULIPAS","FELIZ"
"596",63,"FEMENINO","SONORA","NO FELIZ"
"597",35,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"598",37,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"599",19,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"600",39,"MASCULINO","CHIHUAHUA","NO FELIZ"
"601",24,"FEMENINO","NUEVO LEÓN","FELIZ"
"602",41,"FEMENINO","CHIHUAHUA","NO FELIZ"
"603",33,"FEMENINO","SONORA","FELIZ"
"604",24,"MASCULINO","DURANGO","FELIZ"
"605",18,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"606",53,"FEMENINO","TAMAULIPAS","FELIZ"
"607",18,"FEMENINO","COAHUILA","NO FELIZ"
"608",58,"MASCULINO","CHIHUAHUA","FELIZ"
"609",63,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"610",36,"FEMENINO","COAHUILA","FELIZ"
"611",30,"MASCULINO","COAHUILA","FELIZ"
"612",55,"FEMENINO","DURANGO","NO FELIZ"
"613",40,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"614",42,"FEMENINO","TAMAULIPAS","FELIZ"
"615",60,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"616",60,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"617",47,"MASCULINO","SONORA","FELIZ"
"618",27,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"619",32,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"620",53,"MASCULINO","COAHUILA","FELIZ"
"621",54,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"622",18,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"623",59,"MASCULINO","COAHUILA","FELIZ"
"624",60,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"625",20,"MASCULINO","TAMAULIPAS","NO FELIZ"
"626",27,"MASCULINO","COAHUILA","FELIZ"
"627",60,"FEMENINO","COAHUILA","FELIZ"
"628",50,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"629",45,"FEMENINO","COAHUILA","NO FELIZ"
"630",51,"MASCULINO","COAHUILA","NO FELIZ"
"631",37,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"632",65,"MASCULINO","COAHUILA","NO FELIZ"
"633",24,"MASCULINO","SONORA","NO FELIZ"
"634",22,"FEMENINO","DURANGO","NO FELIZ"
"635",63,"FEMENINO","NUEVO LEÓN","FELIZ"
"636",20,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"637",45,"FEMENINO","SONORA","NO FELIZ"
"638",34,"FEMENINO","CHIHUAHUA","NO FELIZ"
"639",47,"MASCULINO","NUEVO LEÓN","FELIZ"
"640",65,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"641",21,"MASCULINO","TAMAULIPAS","FELIZ"
"642",40,"MASCULINO","TAMAULIPAS","FELIZ"
"643",19,"FEMENINO","CHIHUAHUA","FELIZ"
"644",40,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"645",56,"MASCULINO","SONORA","NO FELIZ"
"646",21,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"647",53,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"648",33,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"649",44,"MASCULINO","TAMAULIPAS","FELIZ"
"650",31,"FEMENINO","SONORA","NO FELIZ"
"651",27,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"652",23,"MASCULINO","NUEVO LEÓN","FELIZ"
"653",54,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"654",33,"FEMENINO","TAMAULIPAS","FELIZ"
"655",57,"FEMENINO","SONORA","NO FELIZ"
"656",62,"MASCULINO","DURANGO","NO FELIZ"
"657",38,"FEMENINO","DURANGO","FELIZ"
"658",35,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"659",25,"FEMENINO","NUEVO LEÓN","FELIZ"
"660",39,"MASCULINO","SONORA","FELIZ"
"661",37,"FEMENINO","SONORA","FELIZ"
"662",44,"MASCULINO","COAHUILA","NO FELIZ"
"663",42,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"664",57,"MASCULINO","SONORA","FELIZ"
"665",21,"FEMENINO","COAHUILA","FELIZ"
"666",54,"MASCULINO","NUEVO LEÓN","FELIZ"
"667",29,"FEMENINO","NUEVO LEÓN","FELIZ"
"668",24,"MASCULINO","SONORA","NO FELIZ"
"669",18,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"670",60,"MASCULINO","NUEVO LEÓN","FELIZ"
"671",26,"FEMENINO","COAHUILA","NO FELIZ"
"672",22,"MASCULINO","CHIHUAHUA","FELIZ"
"673",64,"MASCULINO","SONORA","FELIZ"
"674",34,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"675",52,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"676",49,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"677",59,"FEMENINO","DURANGO","NO FELIZ"
"678",20,"FEMENINO","TAMAULIPAS","NO FELIZ"
"679",20,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"680",45,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"681",44,"FEMENINO","NUEVO LEÓN","FELIZ"
"682",20,"FEMENINO","COAHUILA","NO FELIZ"
"683",48,"FEMENINO","DURANGO","FELIZ"
"684",64,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"685",49,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"686",40,"MASCULINO","CHIHUAHUA","FELIZ"
"687",56,"FEMENINO","NUEVO LEÓN","FELIZ"
"688",41,"MASCULINO","TAMAULIPAS","NO FELIZ"
"689",18,"MASCULINO","CHIHUAHUA","FELIZ"
"690",51,"MASCULINO","NUEVO LEÓN","FELIZ"
"691",58,"FEMENINO","COAHUILA","NO FELIZ"
"692",31,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"693",41,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"694",45,"FEMENINO","DURANGO","FELIZ"
"695",29,"MASCULINO","CHIHUAHUA","FELIZ"
"696",39,"MASCULINO","COAHUILA","FELIZ"
"697",33,"MASCULINO","SONORA","FELIZ"
"698",41,"FEMENINO","NUEVO LEÓN","FELIZ"
"699",37,"FEMENINO","COAHUILA","NO FELIZ"
"700",45,"FEMENINO","CHIHUAHUA","NO FELIZ"
"701",42,"FEMENINO","COAHUILA","FELIZ"
"702",50,"MASCULINO","COAHUILA","FELIZ"
"703",34,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"704",40,"FEMENINO","TAMAULIPAS","NO FELIZ"
"705",63,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"706",40,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"707",48,"FEMENINO","DURANGO","FELIZ"
"708",31,"FEMENINO","COAHUILA","FELIZ"
"709",45,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"710",59,"FEMENINO","TAMAULIPAS","NO FELIZ"
"711",34,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"712",39,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"713",50,"FEMENINO","DURANGO","FELIZ"
"714",65,"FEMENINO","DURANGO","NO FELIZ"
"715",47,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"716",65,"FEMENINO","DURANGO","NO FELIZ"
"717",30,"FEMENINO","COAHUILA","FELIZ"
"718",26,"FEMENINO","TAMAULIPAS","NO FELIZ"
"719",24,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"720",28,"MASCULINO","DURANGO","FELIZ"
"721",35,"FEMENINO","COAHUILA","NO FELIZ"
"722",37,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"723",41,"MASCULINO","CHIHUAHUA","FELIZ"
"724",21,"MASCULINO","NUEVO LEÓN","FELIZ"
"725",42,"MASCULINO","NUEVO LEÓN","FELIZ"
"726",44,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"727",58,"MASCULINO","NUEVO LEÓN","FELIZ"
"728",59,"MASCULINO","DURANGO","FELIZ"
"729",59,"FEMENINO","SONORA","FELIZ"
"730",33,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"731",45,"FEMENINO","SONORA","NO FELIZ"
"732",29,"MASCULINO","SONORA","NO FELIZ"
"733",51,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"734",25,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"735",64,"MASCULINO","COAHUILA","NO FELIZ"
"736",21,"MASCULINO","TAMAULIPAS","FELIZ"
"737",64,"FEMENINO","SONORA","NO FELIZ"
"738",51,"MASCULINO","SONORA","FELIZ"
"739",18,"MASCULINO","TAMAULIPAS","NO FELIZ"
"740",65,"MASCULINO","NUEVO LEÓN","FELIZ"
"741",22,"MASCULINO","NUEVO LEÓN","FELIZ"
"742",26,"FEMENINO","TAMAULIPAS","NO FELIZ"
"743",26,"MASCULINO","COAHUILA","FELIZ"
"744",33,"FEMENINO","CHIHUAHUA","NO FELIZ"
"745",58,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"746",25,"FEMENINO","DURANGO","NO FELIZ"
"747",35,"FEMENINO","DURANGO","NO FELIZ"
"748",60,"MASCULINO","CHIHUAHUA","NO FELIZ"
"749",47,"MASCULINO","NUEVO LEÓN","FELIZ"
"750",41,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"751",18,"FEMENINO","NUEVO LEÓN","FELIZ"
"752",54,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"753",61,"FEMENINO","TAMAULIPAS","FELIZ"
"754",30,"FEMENINO","SONORA","FELIZ"
"755",28,"FEMENINO","DURANGO","FELIZ"
"756",34,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"757",36,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"758",36,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"759",59,"FEMENINO","DURANGO","FELIZ"
"760",35,"FEMENINO","TAMAULIPAS","FELIZ"
"761",60,"MASCULINO","DURANGO","NO FELIZ"
"762",19,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"763",60,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"764",35,"FEMENINO","DURANGO","NO FELIZ"
"765",26,"FEMENINO","DURANGO","FELIZ"
"766",65,"FEMENINO","DURANGO","FELIZ"
"767",46,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"768",46,"MASCULINO","DURANGO","NO FELIZ"
"769",28,"MASCULINO","NUEVO LEÓN","FELIZ"
"770",43,"MASCULINO","COAHUILA","NO FELIZ"
"771",29,"FEMENINO","DURANGO","NO FELIZ"
"772",32,"FEMENINO","COAHUILA","FELIZ"
"773",54,"FEMENINO","TAMAULIPAS","NO FELIZ"
"774",58,"FEMENINO","TAMAULIPAS","NO FELIZ"
"775",36,"MASCULINO","COAHUILA","FELIZ"
"776",33,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"777",46,"FEMENINO","DURANGO","FELIZ"
"778",30,"FEMENINO","COAHUILA","NO FELIZ"
"779",31,"MASCULINO","DURANGO","NO FELIZ"
"780",32,"MASCULINO","COAHUILA","NO FELIZ"
"781",40,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"782",61,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"783",37,"MASCULINO","NUEVO LEÓN","FELIZ"
"784",58,"MASCULINO","NUEVO LEÓN","FELIZ"
"785",58,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"786",22,"MASCULINO","SONORA","FELIZ"
"787",34,"MASCULINO","COAHUILA","NO FELIZ"
"788",41,"FEMENINO","SONORA","NO FELIZ"
"789",42,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"790",28,"FEMENINO","DURANGO","NO FELIZ"
"791",41,"FEMENINO","TAMAULIPAS","NO FELIZ"
"792",25,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"793",41,"FEMENINO","TAMAULIPAS","FELIZ"
"794",27,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"795",43,"FEMENINO","CHIHUAHUA","NO FELIZ"
"796",32,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"797",54,"MASCULINO","DURANGO","NO FELIZ"
"798",52,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"799",19,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"800",29,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"801",53,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"802",57,"MASCULINO","COAHUILA","NO FELIZ"
"803",53,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"804",46,"FEMENINO","COAHUILA","FELIZ"
"805",33,"FEMENINO","SONORA","FELIZ"
"806",55,"FEMENINO","TAMAULIPAS","FELIZ"
"807",54,"FEMENINO","DURANGO","FELIZ"
"808",60,"MASCULINO","SONORA","FELIZ"
"809",44,"FEMENINO","DURANGO","NO FELIZ"
"810",45,"MASCULINO","TAMAULIPAS","FELIZ"
"811",24,"FEMENINO","COAHUILA","NO FELIZ"
"812",53,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"813",21,"FEMENINO","TAMAULIPAS","NO FELIZ"
"814",64,"MASCULINO","SONORA","NO FELIZ"
"815",30,"FEMENINO","NUEVO LEÓN","FELIZ"
"816",40,"MASCULINO","NUEVO LEÓN","FELIZ"
"817",47,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"818",56,"FEMENINO","COAHUILA","NO FELIZ"
"819",53,"MASCULINO","COAHUILA","FELIZ"
"820",41,"FEMENINO","CHIHUAHUA","FELIZ"
"821",32,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"822",25,"FEMENINO","COAHUILA","NO FELIZ"
"823",18,"MASCULINO","COAHUILA","NO FELIZ"
"824",38,"MASCULINO","DURANGO","NO FELIZ"
"825",33,"MASCULINO","TAMAULIPAS","NO FELIZ"
"826",63,"FEMENINO","CHIHUAHUA","NO FELIZ"
"827",26,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"828",53,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"829",42,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"830",57,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"831",23,"FEMENINO","SONORA","FELIZ"
"832",25,"FEMENINO","CHIHUAHUA","FELIZ"
"833",62,"MASCULINO","TAMAULIPAS","NO FELIZ"
"834",31,"MASCULINO","NUEVO LEÓN","FELIZ"
"835",46,"MASCULINO","CHIHUAHUA","NO FELIZ"
"836",64,"MASCULINO","NUEVO LEÓN","FELIZ"
"837",47,"MASCULINO","CHIHUAHUA","FELIZ"
"838",65,"FEMENINO","CHIHUAHUA","FELIZ"
"839",57,"MASCULINO","COAHUILA","NO FELIZ"
"840",58,"FEMENINO","DURANGO","FELIZ"
"841",52,"FEMENINO","CHIHUAHUA","NO FELIZ"
"842",26,"FEMENINO","COAHUILA","FELIZ"
"843",34,"MASCULINO","SONORA","NO FELIZ"
"844",24,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"845",26,"MASCULINO","SONORA","NO FELIZ"
"846",55,"MASCULINO","TAMAULIPAS","NO FELIZ"
"847",40,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"848",24,"FEMENINO","DURANGO","FELIZ"
"849",33,"FEMENINO","COAHUILA","FELIZ"
"850",53,"FEMENINO","COAHUILA","NO FELIZ"
"851",23,"MASCULINO","COAHUILA","NO FELIZ"
"852",60,"MASCULINO","CHIHUAHUA","NO FELIZ"
"853",52,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"854",23,"MASCULINO","COAHUILA","NO FELIZ"
"855",44,"FEMENINO","COAHUILA","FELIZ"
"856",50,"MASCULINO","DURANGO","NO FELIZ"
"857",39,"MASCULINO","CHIHUAHUA","FELIZ"
"858",41,"FEMENINO","COAHUILA","NO FELIZ"
"859",61,"FEMENINO","TAMAULIPAS","FELIZ"
"860",60,"MASCULINO","SONORA","NO FELIZ"
"861",23,"FEMENINO","CHIHUAHUA","FELIZ"
"862",43,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"863",56,"MASCULINO","SONORA","FELIZ"
"864",62,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"865",40,"MASCULINO","NUEVO LEÓN","FELIZ"
"866",60,"MASCULINO","DURANGO","FELIZ"
"867",21,"FEMENINO","DURANGO","NO FELIZ"
"868",29,"MASCULINO","DURANGO","NO FELIZ"
"869",58,"FEMENINO","TAMAULIPAS","NO FELIZ"
"870",49,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"871",36,"FEMENINO","SONORA","FELIZ"
"872",36,"FEMENINO","TAMAULIPAS","NO FELIZ"
"873",53,"FEMENINO","COAHUILA","FELIZ"
"874",55,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"875",25,"FEMENINO","COAHUILA","NO FELIZ"
"876",63,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"877",22,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"878",27,"FEMENINO","CHIHUAHUA","NO FELIZ"
"879",19,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"880",51,"FEMENINO","SONORA","NO FELIZ"
"881",45,"FEMENINO","CHIHUAHUA","FELIZ"
"882",37,"FEMENINO","DURANGO","FELIZ"
"883",45,"MASCULINO","TAMAULIPAS","FELIZ"
"884",20,"MASCULINO","DURANGO","NO FELIZ"
"885",21,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"886",40,"FEMENINO","SONORA","FELIZ"
"887",22,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"888",65,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"889",35,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"890",20,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"891",30,"FEMENINO","TAMAULIPAS","NO FELIZ"
"892",28,"MASCULINO","SONORA","NO FELIZ"
"893",40,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"894",26,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"895",52,"MASCULINO","TAMAULIPAS","FELIZ"
"896",58,"FEMENINO","CHIHUAHUA","FELIZ"
"897",48,"FEMENINO","SONORA","FELIZ"
"898",19,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"899",64,"FEMENINO","TAMAULIPAS","NO FELIZ"
"900",56,"FEMENINO","CHIHUAHUA","FELIZ"
"901",56,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"902",35,"FEMENINO","CHIHUAHUA","FELIZ"
"903",20,"FEMENINO","COAHUILA","FELIZ"
"904",43,"FEMENINO","COAHUILA","NO FELIZ"
"905",48,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"906",28,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
